"","Ccode","Cname","Dcode","Dname","Dtype","first","last","opr_years"
"334",19,"Los Angeles",75291,"San Gabriel Unified","UNIFIED",2003,2016,14
"335",19,"Los Angeles",75309,"Acton-Agua Dulce Unified","UNIFIED",2003,2016,14
"336",19,"Los Angeles",75333,"Manhattan Beach Unified","UNIFIED",2003,2016,14
"337",19,"Los Angeles",75341,"Redondo Beach Unified","UNIFIED",2003,2016,14
"338",19,"Los Angeles",75663,"SBE - New West Charter Middle School","ELEMENTARY",2005,2016,12
"339",19,"Los Angeles",75697,"State Board of Education Charter","HIGH",2003,2012,10
"340",19,"Los Angeles",75713,"Alhambra Unified","UNIFIED",2004,2016,13
"341",19,"Los Angeles",76737,"SBE - Todays Fresh Start Charter","UNIFIED",2010,2013,4
"342",19,"Los Angeles",76869,"Wiseburn Unified","UNIFIED",2014,2016,3
"343",20,"Madera",65177,"Alview-Dairyland Union Elementary","ELEMENTARY",2003,2016,14
"344",20,"Madera",65185,"Bass Lake Elementary","ELEMENTARY",2003,2016,14
"345",20,"Madera",65193,"Chowchilla Elementary","ELEMENTARY",2003,2016,14
"346",20,"Madera",65201,"Chowchilla Union High","HIGH",2003,2016,14
"347",20,"Madera",65219,"Coarsegold Union Elementary","ELEMENTARY",2003,2006,4
"348",20,"Madera",65243,"Madera Unified","UNIFIED",2003,2016,14
"349",20,"Madera",65276,"Raymond-Knowles Union Elementary","ELEMENTARY",2003,2016,14
"350",20,"Madera",73734,"Yosemite Union High","HIGH",2003,2006,4
"351",20,"Madera",75580,"Golden Valley Unified","UNIFIED",2003,2016,14
"352",20,"Madera",75606,"Chawanakee Unified","UNIFIED",2003,2016,14
"353",20,"Madera",76414,"Yosemite Unified","UNIFIED",2006,2016,11
"354",21,"Marin",65300,"Bolinas-Stinson Union Elementary","ELEMENTARY",2003,2016,14
"355",21,"Marin",65318,"Dixie Elementary","ELEMENTARY",2003,2016,14
"356",21,"Marin",65334,"Kentfield Elementary","ELEMENTARY",2003,2016,14
"357",21,"Marin",65342,"Laguna Joint Elementary","ELEMENTARY",2003,2016,14
"358",21,"Marin",65359,"Lagunitas Elementary","ELEMENTARY",2003,2016,14
"359",21,"Marin",65367,"Larkspur Elementary","ELEMENTARY",2003,2016,14
"360",21,"Marin",65375,"Lincoln Elementary","ELEMENTARY",2003,2016,14
"361",21,"Marin",65391,"Mill Valley Elementary","ELEMENTARY",2003,2016,14
"362",21,"Marin",65409,"Nicasio Elementary","ELEMENTARY",2003,2016,14
"363",21,"Marin",65417,"Novato Unified","UNIFIED",2003,2016,14
"364",21,"Marin",65425,"Reed Union Elementary","ELEMENTARY",2003,2016,14
"365",21,"Marin",65433,"Ross Elementary","ELEMENTARY",2003,2016,14
"366",21,"Marin",65458,"San Rafael City Elementary","ELEMENTARY",2003,2016,14
"367",21,"Marin",65466,"San Rafael City High","HIGH",2003,2016,14
"368",21,"Marin",65474,"Sausalito Elementary","ELEMENTARY",2003,2016,14
"369",21,"Marin",65482,"Tamalpais Union High","HIGH",2003,2016,14
"370",21,"Marin",65516,"Union Joint Elementary","ELEMENTARY",2003,2016,14
"371",21,"Marin",73361,"Shoreline Unified","UNIFIED",2003,2016,14
"372",21,"Marin",75002,"Ross Valley Elementary","ELEMENTARY",2003,2016,14
"373",22,"Mariposa",65532,"Mariposa County Unified","UNIFIED",2003,2016,14
"374",23,"Mendocino",65540,"Anderson Valley Unified","UNIFIED",2003,2016,14
"375",23,"Mendocino",65557,"Arena Union Elementary","ELEMENTARY",2003,2003,1
"376",23,"Mendocino",65565,"Fort Bragg Unified","UNIFIED",2003,2016,14
"377",23,"Mendocino",65573,"Manchester Union Elementary","ELEMENTARY",2003,2016,14
"378",23,"Mendocino",65581,"Mendocino Unified","UNIFIED",2003,2016,14
"379",23,"Mendocino",65599,"Point Arena Joint Union High","HIGH",2003,2003,1
"380",23,"Mendocino",65607,"Round Valley Unified","UNIFIED",2003,2016,14
"381",23,"Mendocino",65615,"Ukiah Unified","UNIFIED",2003,2016,14
"382",23,"Mendocino",65623,"Willits Unified","UNIFIED",2003,2016,14
"383",23,"Mendocino",73866,"Potter Valley Community Unified","UNIFIED",2003,2016,14
"384",23,"Mendocino",73916,"Laytonville Unified","UNIFIED",2003,2016,14
"385",23,"Mendocino",75218,"Leggett Valley Unified","UNIFIED",2003,2016,14
"386",23,"Mendocino",76349,"Arena Union Elementary/Point Arena Joint Unio","Comm Admin Dist",2004,2016,13
"387",24,"Merced",65631,"Atwater Elementary","ELEMENTARY",2003,2016,14
"388",24,"Merced",65649,"Ballico-Cressey Elementary","ELEMENTARY",2003,2016,14
"389",24,"Merced",65680,"El Nido Elementary","ELEMENTARY",2003,2016,14
"390",24,"Merced",65698,"Hilmar Unified","UNIFIED",2003,2016,14
"391",24,"Merced",65722,"Le Grand Union Elementary","ELEMENTARY",2003,2016,14
"392",24,"Merced",65730,"Le Grand Union High","HIGH",2003,2016,14
"393",24,"Merced",65748,"Livingston Union Elementary","ELEMENTARY",2003,2016,14
"394",24,"Merced",65755,"Los Banos Unified","UNIFIED",2003,2016,14
"395",24,"Merced",65763,"Mcswain Union Elementary","ELEMENTARY",2003,2016,14
"396",24,"Merced",65771,"Merced City Elementary","ELEMENTARY",2003,2016,14
"397",24,"Merced",65789,"Merced Union High","HIGH",2003,2016,14
"398",24,"Merced",65813,"Plainsburg Union Elementary","ELEMENTARY",2003,2016,14
"399",24,"Merced",65821,"Planada Elementary","ELEMENTARY",2003,2016,14
"400",24,"Merced",65839,"Snelling-Merced Falls Union Elementary","ELEMENTARY",2003,2016,14
"401",24,"Merced",65862,"Weaver Union Elementary","ELEMENTARY",2003,2016,14
"402",24,"Merced",65870,"Winton Elementary","ELEMENTARY",2003,2016,14
"403",24,"Merced",73619,"Gustine Unified","UNIFIED",2003,2016,14
"404",24,"Merced",73726,"Merced River Union Elementary","ELEMENTARY",2003,2016,14
"405",24,"Merced",75317,"Dos Palos Oro Loma Jt. Unified","UNIFIED",2003,2016,14
"406",24,"Merced",75366,"Delhi Unified","UNIFIED",2003,2016,14
"407",25,"Modoc",65896,"Surprise Valley Joint Unified","UNIFIED",2003,2016,14
"408",25,"Modoc",73585,"Modoc Joint Unified","UNIFIED",2003,2016,14
"409",25,"Modoc",73593,"Tulelake Basin Joint Unified","UNIFIED",2003,2016,14
"410",26,"Mono",73668,"Eastern Sierra Unified","UNIFIED",2003,2016,14
"411",26,"Mono",73692,"Mammoth Unified","UNIFIED",2003,2016,14
"412",27,"Monterey",65961,"Alisal Union Elementary","ELEMENTARY",2003,2016,14
"413",27,"Monterey",65979,"Bradley Union Elementary","ELEMENTARY",2003,2016,14
"414",27,"Monterey",65987,"Carmel Unified","UNIFIED",2003,2016,14
"415",27,"Monterey",65995,"Chualar Union Elementary","ELEMENTARY",2003,2016,14
"416",27,"Monterey",66027,"Graves Elementary","ELEMENTARY",2003,2016,14
"417",27,"Monterey",66035,"Greenfield Union Elementary","ELEMENTARY",2003,2016,14
"418",27,"Monterey",66050,"King City Union Elementary","ELEMENTARY",2003,2016,14
"419",27,"Monterey",66068,"King City Joint Union High","HIGH",2003,2016,14
"420",27,"Monterey",66076,"Lagunita Elementary","ELEMENTARY",2003,2016,14
"421",27,"Monterey",66084,"Mission Union Elementary","ELEMENTARY",2003,2016,14
"422",27,"Monterey",66092,"Monterey Peninsula Unified","UNIFIED",2003,2016,14
"423",27,"Monterey",66134,"Pacific Grove Unified","UNIFIED",2003,2016,14
"424",27,"Monterey",66142,"Salinas City Elementary","ELEMENTARY",2003,2016,14
"425",27,"Monterey",66159,"Salinas Union High","HIGH",2003,2016,14
"426",27,"Monterey",66167,"San Antonio Union Elementary","ELEMENTARY",2003,2016,14
"427",27,"Monterey",66175,"San Ardo Union Elementary","ELEMENTARY",2003,2016,14
"428",27,"Monterey",66183,"San Lucas Union Elementary","ELEMENTARY",2003,2016,14
"429",27,"Monterey",66191,"Santa Rita Union Elementary","ELEMENTARY",2003,2016,14
"430",27,"Monterey",66225,"Spreckels Union Elementary","ELEMENTARY",2003,2016,14
"431",27,"Monterey",66233,"Washington Union Elementary","ELEMENTARY",2003,2016,14
"432",27,"Monterey",73825,"North Monterey County Unified","UNIFIED",2003,2016,14
"433",27,"Monterey",75150,"Pacific Unified","UNIFIED",2003,2016,14
"434",27,"Monterey",75440,"Soledad Unified","UNIFIED",2003,2016,14
"435",27,"Monterey",75473,"Gonzales Unified","UNIFIED",2003,2016,14
"436",28,"Napa",66241,"Calistoga Joint Unified","UNIFIED",2003,2016,14
"437",28,"Napa",66258,"Howell Mountain Elementary","ELEMENTARY",2003,2016,14
"438",28,"Napa",66266,"Napa Valley Unified","UNIFIED",2003,2016,14
"439",28,"Napa",66282,"Pope Valley Union Elementary","ELEMENTARY",2003,2016,14
"440",28,"Napa",66290,"St. Helena Unified","UNIFIED",2003,2016,14
"441",29,"Nevada",66316,"Chicago Park Elementary","ELEMENTARY",2003,2016,14
"442",29,"Nevada",66324,"Clear Creek Elementary","ELEMENTARY",2003,2016,14
"443",29,"Nevada",66332,"Grass Valley Elementary","ELEMENTARY",2003,2016,14
"444",29,"Nevada",66340,"Nevada City Elementary","ELEMENTARY",2003,2016,14
"445",29,"Nevada",66357,"Nevada Joint Union High","HIGH",2003,2016,14
"446",29,"Nevada",66373,"Pleasant Ridge Union Elementary","ELEMENTARY",2003,2016,14
"447",29,"Nevada",66381,"Pleasant Valley Elementary","ELEMENTARY",2003,2014,12
"448",29,"Nevada",66399,"Ready Springs Union Elementary","ELEMENTARY",2003,2014,12
"449",29,"Nevada",66407,"Union Hill Elementary","ELEMENTARY",2003,2016,14
"450",29,"Nevada",66415,"Twin Ridges Elementary","ELEMENTARY",2003,2016,14
"451",29,"Nevada",76877,"Penn Valley Union Elementary","ELEMENTARY",2014,2016,3
"452",30,"Orange",66423,"Anaheim Elementary","ELEMENTARY",2003,2016,14
"453",30,"Orange",66431,"Anaheim Union High","HIGH",2003,2016,14
"454",30,"Orange",66449,"Brea-Olinda Unified","UNIFIED",2003,2016,14
"455",30,"Orange",66456,"Buena Park Elementary","ELEMENTARY",2003,2016,14
"456",30,"Orange",66464,"Capistrano Unified","UNIFIED",2003,2016,14
"457",30,"Orange",66472,"Centralia Elementary","ELEMENTARY",2003,2016,14
"458",30,"Orange",66480,"Cypress Elementary","ELEMENTARY",2003,2016,14
"459",30,"Orange",66498,"Fountain Valley Elementary","ELEMENTARY",2003,2016,14
"460",30,"Orange",66506,"Fullerton Elementary","ELEMENTARY",2003,2016,14
"461",30,"Orange",66514,"Fullerton Joint Union High","HIGH",2003,2016,14
"462",30,"Orange",66522,"Garden Grove Unified","UNIFIED",2003,2016,14
"463",30,"Orange",66530,"Huntington Beach City Elementary","ELEMENTARY",2003,2016,14
"464",30,"Orange",66548,"Huntington Beach Union High","HIGH",2003,2016,14
"465",30,"Orange",66555,"Laguna Beach Unified","UNIFIED",2003,2016,14
"466",30,"Orange",66563,"La Habra City Elementary","ELEMENTARY",2003,2016,14
"467",30,"Orange",66589,"Magnolia Elementary","ELEMENTARY",2003,2016,14
"468",30,"Orange",66597,"Newport-Mesa Unified","UNIFIED",2003,2016,14
"469",30,"Orange",66613,"Ocean View Elementary","ELEMENTARY",2003,2016,14
"470",30,"Orange",66621,"Orange Unified","UNIFIED",2003,2016,14
"471",30,"Orange",66647,"Placentia-Yorba Linda Unified","UNIFIED",2003,2016,14
"472",30,"Orange",66670,"Santa Ana Unified","UNIFIED",2003,2016,14
"473",30,"Orange",66696,"Savanna Elementary","ELEMENTARY",2003,2016,14
"474",30,"Orange",66746,"Westminster Elementary","ELEMENTARY",2003,2016,14
"475",30,"Orange",73635,"Saddleback Valley Unified","UNIFIED",2003,2016,14
"476",30,"Orange",73643,"Tustin Unified","UNIFIED",2003,2016,14
"477",30,"Orange",73650,"Irvine Unified","UNIFIED",2003,2016,14
"478",30,"Orange",73924,"Los Alamitos Unified","UNIFIED",2003,2016,14
"479",31,"Placer",66761,"Ackerman Elementary","ELEMENTARY",2003,2016,14
"480",31,"Placer",66779,"Alta-Dutch Flat Union Elementary","ELEMENTARY",2003,2016,14
"481",31,"Placer",66787,"Auburn Union Elementary","ELEMENTARY",2003,2016,14
"482",31,"Placer",66795,"Colfax Elementary","ELEMENTARY",2003,2016,14
"483",31,"Placer",66803,"Dry Creek Joint Elementary","ELEMENTARY",2003,2016,14
"484",31,"Placer",66829,"Eureka Union Elementary","ELEMENTARY",2003,2016,14
"485",31,"Placer",66837,"Foresthill Union Elementary","ELEMENTARY",2003,2016,14
"486",31,"Placer",66845,"Loomis Union Elementary","ELEMENTARY",2003,2016,14
"487",31,"Placer",66852,"Newcastle Elementary","ELEMENTARY",2003,2016,14
"488",31,"Placer",66860,"Ophir Elementary","ELEMENTARY",2003,2008,6
"489",31,"Placer",66878,"Penryn Elementary","ELEMENTARY",2003,2005,3
"490",31,"Placer",66886,"Placer Hills Union Elementary","ELEMENTARY",2003,2016,14
"491",31,"Placer",66894,"Placer Union High","HIGH",2003,2016,14
"492",31,"Placer",66910,"Roseville City Elementary","ELEMENTARY",2003,2016,14
"493",31,"Placer",66928,"Roseville Joint Union High","HIGH",2003,2016,14
"494",31,"Placer",66944,"Tahoe-Truckee Unified","UNIFIED",2003,2016,14
"495",31,"Placer",66951,"Western Placer Unified","UNIFIED",2003,2016,14
"496",31,"Placer",75085,"Rocklin Unified","UNIFIED",2003,2016,14
"497",31,"Placer",76570,"SBE - Western Sierra Collegiate Academy","UNIFIED",2009,2013,5
"498",32,"Plumas",66969,"Plumas Unified","UNIFIED",2003,2016,14
"499",33,"Riverside",66977,"Alvord Unified","UNIFIED",2003,2016,14
"500",33,"Riverside",66985,"Banning Unified","UNIFIED",2003,2016,14
"501",33,"Riverside",66993,"Beaumont Unified","UNIFIED",2003,2016,14
"502",33,"Riverside",67033,"Corona-Norco Unified","UNIFIED",2003,2016,14
"503",33,"Riverside",67041,"Desert Center Unified","UNIFIED",2003,2016,14
"504",33,"Riverside",67058,"Desert Sands Unified","UNIFIED",2003,2016,14
"505",33,"Riverside",67082,"Hemet Unified","UNIFIED",2003,2016,14
"506",33,"Riverside",67090,"Jurupa Unified","UNIFIED",2003,2016,14
"507",33,"Riverside",67116,"Menifee Union Elementary","ELEMENTARY",2003,2016,14
"508",33,"Riverside",67124,"Moreno Valley Unified","UNIFIED",2003,2016,14
"509",33,"Riverside",67157,"Nuview Union Elementary","ELEMENTARY",2003,2016,14
"510",33,"Riverside",67173,"Palm Springs Unified","UNIFIED",2003,2016,14
"511",33,"Riverside",67181,"Palo Verde Unified","UNIFIED",2003,2016,14
"512",33,"Riverside",67199,"Perris Elementary","ELEMENTARY",2003,2016,14
"513",33,"Riverside",67207,"Perris Union High","HIGH",2003,2016,14
"514",33,"Riverside",67215,"Riverside Unified","UNIFIED",2003,2016,14
"515",33,"Riverside",67231,"Romoland Elementary","ELEMENTARY",2003,2016,14
"516",33,"Riverside",67249,"San Jacinto Unified","UNIFIED",2003,2016,14
"517",33,"Riverside",73676,"Coachella Valley Unified","UNIFIED",2003,2016,14
"518",33,"Riverside",75176,"Lake Elsinore Unified","UNIFIED",2003,2016,14
"519",33,"Riverside",75192,"Temecula Valley Unified","UNIFIED",2003,2016,14
"520",33,"Riverside",75200,"Murrieta Valley Unified","UNIFIED",2003,2016,14
"521",33,"Riverside",75242,"Val Verde Unified","UNIFIED",2003,2016,14
"522",34,"Sacramento",67280,"Arcohe Union Elementary","ELEMENTARY",2003,2016,14
"523",34,"Sacramento",67306,"Del Paso Heights Elementary","ELEMENTARY",2003,2008,6
"524",34,"Sacramento",67314,"Elk Grove Unified","UNIFIED",2003,2016,14
"525",34,"Sacramento",67322,"Elverta Joint Elementary","ELEMENTARY",2003,2016,14
"526",34,"Sacramento",67330,"Folsom-Cordova Unified","UNIFIED",2003,2016,14
"527",34,"Sacramento",67348,"Galt Joint Union Elementary","ELEMENTARY",2003,2016,14
"528",34,"Sacramento",67355,"Galt Joint Union High","HIGH",2003,2016,14
"529",34,"Sacramento",67363,"Grant Joint Union High","HIGH",2003,2008,6
"530",34,"Sacramento",67397,"North Sacramento Elementary","ELEMENTARY",2003,2008,6
"531",34,"Sacramento",67405,"Rio Linda Union Elementary","ELEMENTARY",2003,2008,6
"532",34,"Sacramento",67413,"River Delta Joint Unified","UNIFIED",2003,2016,14
"533",34,"Sacramento",67421,"Robla Elementary","ELEMENTARY",2003,2016,14
"534",34,"Sacramento",67439,"Sacramento City Unified","UNIFIED",2003,2016,14
"535",34,"Sacramento",67447,"San Juan Unified","UNIFIED",2003,2016,14
"536",34,"Sacramento",73973,"Center Joint Unified","UNIFIED",2003,2016,14
"537",34,"Sacramento",75283,"Natomas Unified","UNIFIED",2003,2016,14
"538",34,"Sacramento",76505,"Twin Rivers Unified","UNIFIED",2008,2016,9
"539",35,"San Benito",67454,"Bitterwater-Tully Union Elemen","ELEMENTARY",2003,2016,14
"540",35,"San Benito",67462,"Cienega Union Elementary","ELEMENTARY",2003,2016,14
"541",35,"San Benito",67470,"Hollister Elementary","ELEMENTARY",2003,2016,14
"542",35,"San Benito",67488,"Jefferson Elementary","ELEMENTARY",2003,2016,14
"543",35,"San Benito",67504,"North County Joint Union Elementary","ELEMENTARY",2003,2016,14
"544",35,"San Benito",67520,"Panoche Elementary","ELEMENTARY",2003,2016,14
"545",35,"San Benito",67538,"San Benito High","HIGH",2003,2016,14
"546",35,"San Benito",67553,"Southside Elementary","ELEMENTARY",2003,2016,14
"547",35,"San Benito",67561,"Tres Pinos Union Elementary","ELEMENTARY",2003,2016,14
"548",35,"San Benito",67579,"Willow Grove Union Elementary","ELEMENTARY",2003,2016,14
"549",35,"San Benito",75259,"Aromas/San Juan Unified","UNIFIED",2003,2016,14
"550",36,"San Bernardino",67587,"Adelanto Elementary","ELEMENTARY",2003,2016,14
"551",36,"San Bernardino",67595,"Alta Loma Elementary","ELEMENTARY",2003,2016,14
"552",36,"San Bernardino",67611,"Barstow Unified","UNIFIED",2003,2016,14
"553",36,"San Bernardino",67637,"Bear Valley Unified","UNIFIED",2003,2016,14
"554",36,"San Bernardino",67645,"Central Elementary","ELEMENTARY",2003,2016,14
"555",36,"San Bernardino",67652,"Chaffey Union High","HIGH",2003,2016,14
"556",36,"San Bernardino",67678,"Chino Valley Unified","UNIFIED",2003,2016,14
"557",36,"San Bernardino",67686,"Colton Joint Unified","UNIFIED",2003,2016,14
"558",36,"San Bernardino",67694,"Cucamonga Elementary","ELEMENTARY",2003,2016,14
"559",36,"San Bernardino",67702,"Etiwanda Elementary","ELEMENTARY",2003,2016,14
"560",36,"San Bernardino",67710,"Fontana Unified","UNIFIED",2003,2016,14
"561",36,"San Bernardino",67736,"Helendale Elementary","ELEMENTARY",2003,2016,14
"562",36,"San Bernardino",67777,"Morongo Unified","UNIFIED",2003,2016,14
"563",36,"San Bernardino",67785,"Mountain View Elementary","ELEMENTARY",2003,2016,14
"564",36,"San Bernardino",67793,"Mt. Baldy Joint Elementary","ELEMENTARY",2003,2016,14
"565",36,"San Bernardino",67801,"Needles Unified","UNIFIED",2003,2016,14
"566",36,"San Bernardino",67819,"Ontario-Montclair Elementary","ELEMENTARY",2003,2016,14
"567",36,"San Bernardino",67827,"Oro Grande Elementary","ELEMENTARY",2003,2016,14
"568",36,"San Bernardino",67843,"Redlands Unified","UNIFIED",2003,2016,14
"569",36,"San Bernardino",67850,"Rialto Unified","UNIFIED",2003,2016,14
"570",36,"San Bernardino",67868,"Rim of The World Unified","UNIFIED",2003,2016,14
"571",36,"San Bernardino",67876,"San Bernardino City Unified","UNIFIED",2003,2016,14
"572",36,"San Bernardino",67892,"Trona Joint Unified","UNIFIED",2003,2016,14
"573",36,"San Bernardino",67918,"Victor Elementary","ELEMENTARY",2003,2016,14
"574",36,"San Bernardino",67934,"Victor Valley Union High","HIGH",2003,2016,14
"575",36,"San Bernardino",67959,"Yucaipa-Calimesa Jt. Unified","UNIFIED",2003,2016,14
"576",36,"San Bernardino",73858,"Baker Valley Unified","UNIFIED",2003,2016,14
"577",36,"San Bernardino",73890,"Silver Valley Unified","UNIFIED",2003,2016,14
"578",36,"San Bernardino",73957,"Snowline Joint Unified","UNIFIED",2003,2016,14
"579",36,"San Bernardino",75044,"Hesperia Unified","UNIFIED",2003,2016,14
"580",36,"San Bernardino",75051,"Lucerne Valley Unified","UNIFIED",2003,2016,14
"581",36,"San Bernardino",75069,"Upland Unified","UNIFIED",2003,2016,14
"582",36,"San Bernardino",75077,"Apple Valley Unified","UNIFIED",2003,2016,14
"583",37,"San Diego",67967,"Alpine Union Elementary","ELEMENTARY",2003,2016,14
"584",37,"San Diego",67975,"Bonsall Union Elementary","ELEMENTARY",2003,2014,12
"585",37,"San Diego",67983,"Borrego Springs Unified","UNIFIED",2003,2016,14
"586",37,"San Diego",67991,"Cajon Valley Union Elementary","ELEMENTARY",2003,2016,14
"587",37,"San Diego",68007,"Cardiff Elementary","ELEMENTARY",2003,2016,14
"588",37,"San Diego",68023,"Chula Vista Elementary","ELEMENTARY",2003,2016,14
"589",37,"San Diego",68031,"Coronado Unified","UNIFIED",2003,2016,14
"590",37,"San Diego",68049,"Dehesa Elementary","ELEMENTARY",2003,2016,14
"591",37,"San Diego",68056,"Del Mar Union Elementary","ELEMENTARY",2003,2016,14
"592",37,"San Diego",68080,"Encinitas Union Elementary","ELEMENTARY",2003,2016,14
"593",37,"San Diego",68098,"Escondido Union Elementary","ELEMENTARY",2003,2016,14
"594",37,"San Diego",68106,"Escondido Union High","HIGH",2003,2016,14
"595",37,"San Diego",68114,"Fallbrook Union Elementary","ELEMENTARY",2003,2016,14
"596",37,"San Diego",68122,"Fallbrook Union High","HIGH",2003,2016,14
"597",37,"San Diego",68130,"Grossmont Union High","HIGH",2003,2016,14
"598",37,"San Diego",68155,"Jamul-Dulzura Union Elementary","ELEMENTARY",2003,2016,14
"599",37,"San Diego",68163,"Julian Union Elementary","ELEMENTARY",2003,2016,14
"600",37,"San Diego",68171,"Julian Union High","HIGH",2003,2016,14
"601",37,"San Diego",68189,"Lakeside Union Elementary","ELEMENTARY",2003,2016,14
"602",37,"San Diego",68197,"La Mesa-Spring Valley","ELEMENTARY",2003,2016,14
"603",37,"San Diego",68205,"Lemon Grove Elementary","ELEMENTARY",2003,2016,14
"604",37,"San Diego",68213,"Mountain Empire Unified","UNIFIED",2003,2016,14
"605",37,"San Diego",68221,"National Elementary","ELEMENTARY",2003,2016,14
"606",37,"San Diego",68296,"Poway Unified","UNIFIED",2003,2016,14
"607",37,"San Diego",68304,"Ramona City Unified","UNIFIED",2003,2016,14
"608",37,"San Diego",68312,"Rancho Santa Fe Elementary","ELEMENTARY",2003,2016,14
"609",37,"San Diego",68338,"San Diego City Unified","UNIFIED",2003,2016,14
"610",37,"San Diego",68346,"San Dieguito Union High","HIGH",2003,2016,14
"611",37,"San Diego",68353,"San Pasqual Union Elementary","ELEMENTARY",2003,2016,14
"612",37,"San Diego",68361,"Santee Elementary","ELEMENTARY",2003,2016,14
"613",37,"San Diego",68379,"San Ysidro Elementary","ELEMENTARY",2003,2016,14
"614",37,"San Diego",68387,"Solana Beach Elementary","ELEMENTARY",2003,2016,14
"615",37,"San Diego",68395,"South Bay Union Elementary","ELEMENTARY",2003,2016,14
"616",37,"San Diego",68403,"Spencer Valley Elementary","ELEMENTARY",2003,2016,14
"617",37,"San Diego",68411,"Sweetwater Union High","HIGH",2003,2016,14
"618",37,"San Diego",68437,"Vallecitos Elementary","ELEMENTARY",2003,2016,14
"619",37,"San Diego",68452,"Vista Unified","UNIFIED",2003,2016,14
"620",37,"San Diego",73551,"Carlsbad Unified","UNIFIED",2003,2016,14
"621",37,"San Diego",73569,"Oceanside City Unified","UNIFIED",2003,2016,14
"622",37,"San Diego",73791,"San Marcos Unified","UNIFIED",2003,2016,14
"623",37,"San Diego",75416,"Warner Unified","UNIFIED",2003,2016,14
"624",37,"San Diego",75614,"Valley Center-Pauma Unified","UNIFIED",2003,2016,14
"625",37,"San Diego",76851,"Bonsall Unified","UNIFIED",2014,2016,3
"626",38,"San Francisco",68478,"San Francisco Unified","UNIFIED",2003,2016,14
"627",39,"San Joaquin",68486,"Banta Elementary","ELEMENTARY",2003,2016,14
"628",39,"San Joaquin",68502,"Escalon Unified","UNIFIED",2003,2016,14
"629",39,"San Joaquin",68536,"Holt Union Elementary","ELEMENTARY",2003,2007,5
"630",39,"San Joaquin",68544,"Jefferson Elementary","ELEMENTARY",2003,2016,14
"631",39,"San Joaquin",68551,"Lammersville Elementary","ELEMENTARY",2003,2011,9
"632",39,"San Joaquin",68569,"Lincoln Unified","UNIFIED",2003,2016,14
"633",39,"San Joaquin",68577,"Linden Unified","UNIFIED",2003,2016,14
"634",39,"San Joaquin",68585,"Lodi Unified","UNIFIED",2003,2016,14
"635",39,"San Joaquin",68593,"Manteca Unified","UNIFIED",2003,2016,14
"636",39,"San Joaquin",68619,"New Hope Elementary","ELEMENTARY",2003,2016,14
"637",39,"San Joaquin",68627,"New Jerusalem Elementary","ELEMENTARY",2003,2016,14
"638",39,"San Joaquin",68635,"Oak View Union Elementary","ELEMENTARY",2003,2016,14
"639",39,"San Joaquin",68650,"Ripon Unified","UNIFIED",2003,2016,14
"640",39,"San Joaquin",68676,"Stockton City Unified","UNIFIED",2003,2016,14
"641",39,"San Joaquin",75499,"Tracy Joint Unified","UNIFIED",2003,2016,14
"642",39,"San Joaquin",76760,"Lammersville Joint Unified","UNIFIED",2011,2016,6
"643",40,"San Luis Obispo",68700,"Atascadero Unified","UNIFIED",2003,2016,14
"644",40,"San Luis Obispo",68726,"Cayucos Elementary","ELEMENTARY",2003,2016,14
"645",40,"San Luis Obispo",68759,"Lucia Mar Unified","UNIFIED",2003,2016,14
"646",40,"San Luis Obispo",68791,"Pleasant Valley Joint Union Elementary","ELEMENTARY",2003,2016,14
"647",40,"San Luis Obispo",68809,"San Luis Coastal Unified","UNIFIED",2003,2016,14
"648",40,"San Luis Obispo",68825,"San Miguel Joint Union Elementary","ELEMENTARY",2003,2016,14
"649",40,"San Luis Obispo",68833,"Shandon Joint Unified","UNIFIED",2003,2016,14
"650",40,"San Luis Obispo",68841,"Templeton Unified","UNIFIED",2003,2016,14
"651",40,"San Luis Obispo",75457,"Paso Robles Joint Unified","UNIFIED",2003,2016,14
"652",40,"San Luis Obispo",75465,"Coast Unified","UNIFIED",2003,2016,14
"653",41,"San Mateo",68858,"Bayshore Elementary","ELEMENTARY",2003,2016,14
"654",41,"San Mateo",68866,"Belmont-Redwood Shores Elementary","ELEMENTARY",2003,2016,14
"655",41,"San Mateo",68874,"Brisbane Elementary","ELEMENTARY",2003,2016,14
"656",41,"San Mateo",68882,"Burlingame Elementary","ELEMENTARY",2003,2016,14
"657",41,"San Mateo",68890,"Cabrillo Unified","UNIFIED",2003,2016,14
"658",41,"San Mateo",68908,"Hillsborough City Elementary","ELEMENTARY",2003,2016,14
"659",41,"San Mateo",68916,"Jefferson Elementary","ELEMENTARY",2003,2016,14
"660",41,"San Mateo",68924,"Jefferson Union High","HIGH",2003,2016,14
"661",41,"San Mateo",68932,"Pacifica School District","ELEMENTARY",2003,2016,14
"662",41,"San Mateo",68940,"La Honda-Pescadero Unified","UNIFIED",2003,2016,14
"663",41,"San Mateo",68957,"Las Lomitas Elementary","ELEMENTARY",2003,2016,14
"664",41,"San Mateo",68965,"Menlo Park City Elementary","ELEMENTARY",2003,2016,14
"665",41,"San Mateo",68973,"Millbrae Elementary","ELEMENTARY",2003,2016,14
"666",41,"San Mateo",68981,"Portola Valley Elementary","ELEMENTARY",2003,2016,14
"667",41,"San Mateo",68999,"Ravenswood City Elementary","ELEMENTARY",2003,2016,14
