"","FiscalYear","Ccode","Dcode","Dname","Dtype","TotalExp_C","K12ADA_C","TotalExp_K12_C","TotalExp_C_16","TotalExp_K12_C_16"
"3985",2007,10,62331,"Orange Center Elementary","Elementary",3224871.7,324.43,9940.11558733779,3733679.6,11508.43
"3986",2007,10,62356,"Pacific Union Elementary","Elementary",3086593.68,378.32,8158.68492281666,3573584.61,9445.93
"3987",2007,10,62364,"Parlier Unified","Unified",25900697.12,3262.70857142857,7938.40349297866,29987209.91,9190.89
"3988",2007,10,62372,"Pine Ridge Elementary","Elementary",1439261.46,74.6014285714286,19292.6796116505,1666342.62,22336.6
"3989",2007,10,62380,"Raisin City Elementary","Elementary",3250388.42,278.63,11665.6082259627,3763222.26,13506.16
"3990",2007,10,62414,"Sanger Unified","Unified",74124780.5,8982.09857142857,8252.50134036446,85819904.45,9554.55
"3991",2007,10,62430,"Selma Unified","Unified",52687828.18,6308.77571428571,8351.51391746146,61000711.91,9669.18
"3992",2007,10,62513,"Washington Colony Elementary","Elementary",3494634.82,421.927142857143,8282.5551263082,4046004.92,9589.34
"3993",2007,10,62521,"Washington Union High","High School",11192718.49,1204.47714285714,9292.5951782279,12958662.74,10758.75
"3994",2007,10,62539,"West Park Elementary","Elementary",3609042.24,316.877142857143,11389.4053937082,4178463.1,13186.38
"3995",2007,10,62547,"Westside Elementary","Elementary",2344965.14,229.214285714286,10230.4493487068,2714944.76,11844.57
"3996",2007,10,73809,"Firebaugh-Las Deltas Unified","Unified",18245444.89,2196.51,8306.56126764731,21124141.3,9617.14
"3997",2007,10,73965,"Central Unified","Unified",101898926.26,13750.4985714286,7410.56229566325,117976148.55,8579.77
"3998",2007,10,73999,"Kerman Unified","Unified",29989623.81,4167.17142857143,7196.6378931238,34721271.79,8332.1
"3999",2007,10,75127,"Mendota Unified","Unified",21321135.62,2406.12,8861.21042175785,24685102.73,10259.3
"4000",2007,10,75234,"Golden Plains Unified","Unified",16677435.59,1847.32,9027.9083158305,19308737.5,10452.3
"4001",2007,10,75275,"Sierra Unified","Unified",19975809.72,1715.63,11643.4252840065,23127516.47,13480.48
"4002",2007,10,75408,"Riverdale Joint Unified","Unified",12480141.18,1594.85142857143,7825.26883471456,14449210.05,9059.91
"4003",2007,10,75598,"Caruthers Unified","Unified",11119127.59,1395.57571428571,7967.41264281101,12873460.95,9224.48
"4004",2007,11,62554,"Capay Joint Union Elementary","Elementary",923297.94,142.938571428571,6459.40371987967,1068972.35,7478.54
"4005",2007,11,62570,"Hamilton Union Elementary","Elementary",3046270.87,472.58,6446.04272292522,3526899.82,7463.07
"4006",2007,11,62588,"Hamilton Union High","High School",3551896.81,343.901428571429,10328.2409286714,4112301.48,11957.79
"4007",2007,11,62596,"Lake Elementary","Elementary",861413.96,128.055714285714,6726.86857283102,997324.56,7788.21
"4008",2007,11,62638,"Plaza Elementary","Elementary",896031.38,133.75,6699.30003738318,1037403.78,7756.29
"4009",2007,11,62646,"Princeton Joint Unified","Unified",2331110.79,220.825714285714,10556.3375965532,2698904.52,12221.88
"4010",2007,11,62653,"Stony Creek Joint Unified","Unified",1906074.68,89.1,21392.5328843996,2206807.84,24767.76
"4011",2007,11,62661,"Willows Unified","Unified",13278986.76,1691.18,7851.90621932615,15374094.43,9090.75
"4012",2007,11,75481,"Orland Joint Unified","Unified",18755325.81,2208.94714285714,8490.61774549349,21714469.28,9830.23
"4013",2007,12,62679,"Arcata Elementary","Elementary",5045907.08,551.13,9155.56598261753,5842030.97,10600.1
"4014",2007,12,62687,"Northern Humboldt Union High","High School",15752111.67,1612.76,9767.17656067859,18237419.52,11308.2
"4015",2007,12,62695,"Big Lagoon Union Elementary","Elementary",564606.42,42.54,13272.365303244,653687.86,15366.43
"4016",2007,12,62703,"Blue Lake Union Elementary","Elementary",1567348.58,148.94,10523.355579428,1814638.84,12183.69
"4017",2007,12,62729,"Bridgeville Elementary","Elementary",715725.8,50.22,14251.8080446037,828650.28,16500.4
"4018",2007,12,62737,"Cuddeback Union Elementary","Elementary",1237158.44,117.672857142857,10513.5412705928,1432352.56,12172.33
"4019",2007,12,62745,"Cutten Elementary","Elementary",4084745.01,552.16,7397.75610330339,4729220.43,8564.95
"4020",2007,12,62794,"Fieldbrook Elementary","Elementary",818990.11,102.945714285714,7955.55323193916,948207.23,9210.75
"4021",2007,12,62802,"Fortuna Union Elementary","Elementary",5951510.96,731.878571428571,8131.82841025541,6890517.56,9414.84
"4022",2007,12,62810,"Fortuna Union High","High School",9759497.29,1119.14857142857,8720.46620007046,11299313.39,10096.35
"4023",2007,12,62828,"Freshwater Elementary","Elementary",2549399.67,306.077142857143,8329.27165420482,2951634.19,9643.43
"4024",2007,12,62836,"Garfield Elementary","Elementary",546417.17,58.1171428571429,9401.99643577012,632628.78,10885.41
"4025",2007,12,62851,"Green Point Elementary","Elementary",228730.44,12.66,18067.1753554502,264818.65,20917.75
"4026",2007,12,62885,"Hydesville Elementary","Elementary",1107487.89,148.064285714286,7479.7773457475,1282223.09,8659.91
"4027",2007,12,62893,"Jacoby Creek Elementary","Elementary",3251761.17,389.367142857143,8351.40106106246,3764811.59,9669.05
"4028",2007,12,62901,"Klamath-Trinity Joint Unified","Unified",13358015.11,946.91,14106.9532584934,15465591.57,16332.69
"4029",2007,12,62919,"Kneeland Elementary","Elementary",365615.35,20.76,17611.5293834297,423300.74,20390.21
"4030",2007,12,62927,"Loleta Union Elementary","Elementary",1574238.98,115.127142857143,13673.9168621028,1822616.38,15831.34
"4031",2007,12,62935,"Maple Creek Elementary","Elementary",203956.64,8.31,24543.5186522262,236136.14,28415.9
"4032",2007,12,62950,"Mckinleyville Union Elementary","Elementary",9074309.92,1149.49428571429,7894.17575430686,10506019.78,9139.69
"4033",2007,12,62968,"Orick Elementary","Elementary",643309.38,39.87,16135.1738148984,744808.27,18680.92
"4034",2007,12,62976,"Pacific Union Elementary","Elementary",3640292.02,456.568571428571,7973.15506980644,4214643.35,9231.13
"4035",2007,12,62984,"Peninsula Union Elementary","Elementary",522965.61,29.95,17461.289148581,605477.12,20216.26
"4036",2007,12,63008,"Rio Dell Elementary","Elementary",2663901.01,276.895714285714,9620.59314233827,3084201.11,11138.49
"4037",2007,12,63016,"Rohnerville Elementary","Elementary",5035589.35,656.508571428571,7670.25682397793,5830085.35,8880.44
"4038",2007,12,63024,"Scotia Union Elementary","Elementary",1603530.12,201.962857142857,7939.72784246042,1856528.96,9192.43
"4039",2007,12,63032,"South Bay Union Elementary","Elementary",3721290.33,364.09,10220.7979620424,4308421.26,11833.4
"4040",2007,12,63040,"Southern Humboldt Joint Unified","Unified",9161702.96,728.672857142857,12573.1360379241,10607201.36,14556.88
"4041",2007,12,63057,"Trinidad Union Elementary","Elementary",1189134.44,137.264285714286,8663.10150387677,1376751.52,10029.93
"4042",2007,12,75374,"Ferndale Unified","Unified",3992153.78,466.312857142857,8561.10595890558,4622020.51,9911.84
"4043",2007,12,75382,"Mattole Unified","Unified",1387159.88,35.19,39419.1497584541,1606020.65,45638.55
"4044",2007,12,75515,"Eureka City Unified","Unified",34861762.66,4165.58428571429,8368.99706472321,40362118.05,9689.43
"4045",2007,13,63073,"Brawley Elementary","Elementary",28912543.63,3542.59,8161.41400218484,33474254.02,9449.09
"4046",2007,13,63081,"Brawley Union High","High School",15952728.49,1817.25,8778.49965057092,18469688.89,10163.54
"4047",2007,13,63099,"Calexico Unified","Unified",77782634.34,9395.21428571429,8278.96330776307,90054880.46,9585.19
"4048",2007,13,63107,"Calipatria Unified","Unified",10067538.98,1173.10142857143,8581.98509932767,11655956.72,9936.02
"4049",2007,13,63115,"Central Union High","High School",31438548.14,4074.35142857143,7716.20923996317,36398801.85,8933.64
"4050",2007,13,63123,"El Centro Elementary","Elementary",46916854.51,5663.37714285714,8284.25395775968,54319216.11,9591.31
"4051",2007,13,63131,"Heber Elementary","Elementary",6996418.76,974.872857142857,7176.74998204894,8100286.91,8309.07
"4052",2007,13,63149,"Holtville Unified","Unified",14940507.34,1788.12285714286,8355.41432755499,17297763.36,9673.7
"4053",2007,13,63164,"Imperial Unified","Unified",24388696.68,3485.05714285714,6998.07655377653,28236651.83,8102.21
"4054",2007,13,63172,"Magnolia Union Elementary","Elementary",917160.73,113.24,8099.26465913105,1061866.84,9377.14
"4055",2007,13,63180,"Mccabe Union Elementary","Elementary",6398583.68,1035.48714285714,6179.29804743385,7408127.71,7154.24
"4056",2007,13,63198,"Meadows Union Elementary","Elementary",4392368.83,491.195714285714,8942.19697414763,5085379.96,10353.06
"4057",2007,13,63206,"Mulberry Elementary","Elementary",668314.66,73.15,9136.22228298018,773758.79,10577.7
"4058",2007,13,63214,"San Pasqual Valley Unified","Unified",11357091.33,725.22,15660.2014974766,13148969.7,18131.01
"4059",2007,13,63222,"Seeley Union Elementary","Elementary",4211032.98,430.99,9770.60484001949,4875433.63,11312.17
"4060",2007,13,63230,"Westmorland Union Elementary","Elementary",3817796.49,374.464285714286,10195.3554334764,4420153.8,11803.94
"4061",2007,14,63248,"Big Pine Unified","Unified",2618541.61,179.73,14569.3073499138,3031685.08,16868
"4062",2007,14,63255,"Bishop Union Elementary","Elementary",10733086.44,1201.19714285714,8935.32464993257,12426511.71,10345.11
"4063",2007,14,63263,"Bishop Joint Union High","High School",6334294.78,718.157142857143,8820.20716914324,7333695.55,10211.83
"4064",2007,14,63271,"Death Valley Unified","Unified",1416058.25,59.1,23960.3764805415,1639478.5,27740.75
"4065",2007,14,63289,"Lone Pine Unified","Unified",5177558.41,376.748571428571,13742.7419840439,5994453.74,15911.02
"4066",2007,14,63297,"Owens Valley Unified","Unified",1555415.82,67.18,23152.9595117595,1800823.37,26805.94
"4067",2007,14,63305,"Round Valley Joint Elementary","Elementary",966532.71,115.81,8345.84845868232,1119028.54,9662.62
"4068",2007,15,63313,"Arvin Union Elementary","Elementary",26731934.51,3266.92714285714,8182.59279777545,30949596.75,9473.61
"4069",2007,15,63321,"Bakersfield City Elementary","Elementary",234679981.51,25919.7042857143,9054.11492828429,271706890.12,10482.64
"4070",2007,15,63339,"Beardsley Elementary","Elementary",13499077.08,1704.25285714286,7920.8182186245,15628909.76,9170.53
"4071",2007,15,63347,"Belridge Elementary","Elementary",973773.83,30.8,31616.0334415584,1127412.14,36604.29
"4072",2007,15,63354,"Blake Elementary","Elementary",170537.48,8.27,20621.2188633616,197444.23,23874.76
"4073",2007,15,63362,"Panama Buena Vista Union Elementary","Elementary",122711037.79,15769.78,7781.40454654409,142071915.32,9009.12
"4074",2007,15,63370,"Buttonwillow Union Elementary","Elementary",3425945.25,361.61,9474.14410552805,3966477.77,10968.94
"4075",2007,15,63388,"Caliente Union Elementary","Elementary",1010539.3,108.812857142857,9286.9475770983,1169978.32,10752.21
"4076",2007,15,63404,"Delano Union Elementary","Elementary",62063902.21,7439.94,8341.98961416356,71856106.98,9658.16
"4077",2007,15,63412,"Delano Joint Union High","High School",37880503.7,4446.82142857143,8518.55742544835,43857144.48,9862.58
"4078",2007,15,63420,"Di Giorgio Elementary","Elementary",1689616.26,197.15,8570.20674613239,1956197.44,9922.38
"4079",2007,15,63438,"Edison Elementary","Elementary",8331655.69,1113.17142857143,7484.61151279485,9646192.41,8665.5
"4080",2007,15,63446,"Elk Hills Elementary","Elementary",914531.96,56.95,16058.5067603161,1058823.31,18592.16
"4081",2007,15,63461,"Fairfax Elementary","Elementary",15770499.37,2087.73,7553.89795136344,18258708.36,8745.72
"4082",2007,15,63479,"Fruitvale Elementary","Elementary",22979700.86,3074.72857142857,7473.73315275216,26605350.04,8652.91
"4083",2007,15,63487,"General Shafter Elementary","Elementary",1819880.63,193.55,9402.63823301472,2107014.43,10886.15
"4084",2007,15,63503,"Greenfield Union Elementary","Elementary",62707480.13,8356.77857142857,7503.78624897325,72601226.16,8687.7
"4085",2007,15,63529,"Kern Union High","High School",320860934,37540.0485714286,8547.16352829135,371485143.21,9895.7
"4086",2007,15,63545,"Kernville Union Elementary","Elementary",8952080.38,856.16,10456.0834189871,10364505.33,12105.8
"4087",2007,15,63552,"Lakeside Union Elementary","Elementary",9988303.82,1305.17571428571,7652.84222704551,11564220.14,8860.28
"4088",2007,15,63560,"Lamont Elementary","Elementary",24019643.69,2562.78857142857,9372.46402523591,27809371.07,10851.22
"4089",2007,15,63578,"Richland Union Elementary","Elementary",25174527.97,2941.29428571429,8558.99666084804,29146468.57,9909.4
"4090",2007,15,63586,"Linns Valley-Poso Flat Union","Elementary",247178.23,18.11,13648.7150745445,286177.06,15802.16
"4091",2007,15,63594,"Lost Hills Union Elementary","Elementary",5050735.6,547.79,9220.20409280929,5847621.32,10674.93
"4092",2007,15,63610,"Maple Elementary","Elementary",1716529.71,263.87,6505.20980028044,1987357.19,7531.58
"4093",2007,15,63628,"Maricopa Unified","Unified",3357951.37,301.66,11131.5765099781,3887756.08,12887.87
"4094",2007,15,63651,"Mckittrick Elementary","Elementary",1234425.75,120.158571428571,10273.3058101794,1429188.72,11894.19
"4095",2007,15,63669,"Midway Elementary","Elementary",1347558.35,67.0514285714286,20097.3846301347,1560170.95,23268.27
"4096",2007,15,63677,"Mojave Unified","Unified",22790834.25,2820.62,8080.07964560983,26386684.78,9354.92
"4097",2007,15,63685,"Muroc Joint Unified","Unified",18561038,1921.37571428571,9660.28552458321,21489527.48,11184.45
"4098",2007,15,63693,"Norris Elementary","Elementary",21049451.31,3375.82142857143,6235.35686213937,24370553.11,7219.15
"4099",2007,15,63719,"Pond Union Elementary","Elementary",1829979.22,206.884285714286,8845.42397061159,2118706.33,10241.02
"4100",2007,15,63750,"Rosedale Union Elementary","Elementary",34825172.06,5141.32,6773.58578341749,40319754.32,7842.3
"4101",2007,15,63768,"Semitropic Elementary","Elementary",2025893.03,262.985714285714,7703.43376066055,2345530.67,8918.85
"4102",2007,15,63776,"Southern Kern Unified","Unified",26219929.42,3415.58428571429,7676.55757454592,30356809.46,8887.74
"4103",2007,15,63784,"South Fork Union Elementary","Elementary",3188130.74,332.155714285714,9598.30164853834,3691141.8,11112.68
"4104",2007,15,63792,"Standard Elementary","Elementary",20811092.24,2789.99285714286,7459.1919426317,24094586.66,8636.07
"4105",2007,15,63800,"Taft City Elementary","Elementary",16201681.96,2006.61142857143,8074.15014651566,18757921.28,9348.06
"4106",2007,15,63818,"Taft Union High","High School",21932113.45,1065.78857142857,20578.2967072,25392478.31,23825.06
"4107",2007,15,63826,"Tehachapi Unified","Unified",35613157.82,4671.47142857143,7623.54182499855,41232065.46,8826.36
"4108",2007,15,63834,"Vineland Elementary","Elementary",8301655.23,832.718571428571,9969.34080112815,9611458.6,11542.27
"4109",2007,15,63842,"Wasco Union Elementary","Elementary",26367750.58,3088.84428571429,8536.44539543454,30527953.27,9883.29
"4110",2007,15,63859,"Wasco Union High","High School",15031722.26,1708.73571428571,8796.98489024885,17403369.82,10184.94
"4111",2007,15,73544,"Rio Bravo-Greeley Union Elementary","Elementary",6290903.39,880.294285714286,7146.3639967803,7283458.03,8273.89
"4112",2007,15,73742,"Sierra Sands Unified","Unified",46598347.2,5330.40428571429,8741.99117032935,53950455.94,10121.27
"4113",2007,15,73908,"Mcfarland Unified","Unified",29169094.6,3063.52428571429,9521.41777886999,33771282.62,11023.67
"4114",2007,15,75168,"El Tejon Unified","Unified",9402916.03,1160.4,8103.16789900034,10886472.11,9381.65
"4115",2007,16,63875,"Armona Union Elementary","Elementary",8005186.88,943.228571428571,8487.00635507224,9268214.6,9826.05
"4116",2007,16,63883,"Central Union Elementary","Elementary",19161589.45,1887.15285714286,10153.702906192,22184831.64,11755.72
"4117",2007,16,63891,"Corcoran Joint Unified","Unified",27923043.68,3095.20142857143,9021.3979039444,32328634.56,10444.76
"4118",2007,16,63909,"Delta View Joint Union Elementary","Elementary",755048.87,91.35,8265.45013683634,874177.59,9569.54
"4119",2007,16,63917,"Hanford Elementary","Elementary",42828327.21,5176.65285714286,8273.36280641352,49585616.64,9578.7
"4120",2007,16,63925,"Hanford Joint Union High","High School",28270817.68,3663.19571428571,7717.52859661568,32731279.01,8935.17
"4121",2007,16,63933,"Island Union Elementary","Elementary",1836064.92,256.114285714286,7168.9281793842,2125752.21,8300.01
"4122",2007,16,63941,"Kings River-Hardwick Union Elementary","Elementary",4751055.34,626.661428571429,7581.53465872435,5500658.65,8777.72
"4123",2007,16,63958,"Kit Carson Union Elementary","Elementary",3080078.23,421.547142857143,7306.60445027331,3566041.18,8459.41
"4124",2007,16,63966,"Lakeside Union Elementary","Elementary",3045527.82,338.52,8996.59641970932,3526039.53,10416.04
"4125",2007,16,63974,"Lemoore Union Elementary","Elementary",23081202.3,3018.64571428571,7646.21107762611,26722865.99,8852.6
"4126",2007,16,63982,"Lemoore Union High","High School",17427304.84,2134.16857142857,8165.85206684704,20176918.25,9454.23
"4127",2007,16,63990,"Pioneer Union Elementary","Elementary",10841278.09,1540.81571428571,7036.06407274069,12551773.42,8146.19
"4128",2007,16,73932,"Reef-Sunset Unified","Unified",21901072.1,2353.78285714286,9304.62724441143,25356539.37,10772.68
"4129",2007,17,64014,"Kelseyville Unified","Unified",15413255.43,1731.82571428571,8900.00379533407,17845099.84,10304.21
"4130",2007,17,64022,"Konocti Unified","Unified",27379892.45,2912.15571428571,9401.93284160139,31699787.01,10885.33
"4131",2007,17,64030,"Lakeport Unified","Unified",13812196.39,1623.80714285714,8506.05716987855,15991431.83,9848.11
"4132",2007,17,64048,"Lucerne Elementary","Elementary",2340715.96,262.101428571429,8930.57307149359,2710025.16,10339.6
"4133",2007,17,64055,"Middletown Unified","Unified",14093702.05,1668.68,8446.01843972481,16317352.38,9778.6
"4134",2007,17,64063,"Upper Lake Union Elementary","Elementary",4887092.02,512.21,9541.18822358017,5658158.68,11046.56
"4135",2007,17,64071,"Upper Lake Union High","High School",4379738.46,403.558571428571,10852.7950341781,5070756.82,12565.11
"4136",2007,18,64089,"Big Valley Joint Unified","Unified",3105698.94,219.24,14165.749589491,3595704.22,16400.77
"4137",2007,18,64105,"Janesville Union Elementary","Elementary",3330720.27,430.73,7732.73342929445,3856228.56,8952.77
"4138",2007,18,64113,"Johnstonville Elementary","Elementary",1611710.12,219.82,7331.95396233282,1865999.57,8488.76
"4139",2007,18,64139,"Lassen Union High","High School",10229131.66,995.452857142857,10275.857451813,11843044.87,11897.14
"4140",2007,18,64162,"Ravendale Elementary","Elementary",261964.67,8.5,30819.3729411765,303296.45,35681.94
"4141",2007,18,64170,"Richmond Elementary","Elementary",1432390.49,222.857142857143,6427.39322435897,1658387.58,7441.48
"4142",2007,18,64188,"Shaffer Union Elementary","Elementary",2307592.69,303.522857142857,7602.69823407039,2671675.83,8802.22
"4143",2007,18,64196,"Susanville Elementary","Elementary",9154071.66,1162.29428571429,7875.86394643107,10598366.02,9118.49
"4144",2007,18,64204,"Westwood Unified","Unified",3676617.14,301.29,12202.9179196123,4256699.71,14128.25
"4145",2007,18,75036,"Fort Sage Unified","Unified",2466253.63,199.602857142857,12355.8032450151,2855369.68,14305.25
"4146",2007,19,64212,"ABC Unified","Unified",170049082.82,20919.1628571429,8128.86653167082,196878775.79,9411.41
"4147",2007,19,64246,"Antelope Valley Union High","High School",196922208.91,23461.8957142857,8393.27781983516,227991840.78,9717.54
"4148",2007,19,64261,"Arcadia Unified","Unified",72488548.94,9839.57142857143,7367.04331750802,83925514.55,8529.39
"4149",2007,19,64279,"Azusa Unified","Unified",91063928.19,11018.74,8264.45929298631,105431645.99,9568.39
"4150",2007,19,64287,"Baldwin Park Unified","Unified",132580932.74,16401.2442857143,8083.58990515615,153499044.5,9358.99
"4151",2007,19,64295,"Bassett Unified","Unified",46003071.13,5046.22857142857,9116.32726873818,53261259.49,10554.67
"4152",2007,19,64303,"Bellflower Unified","Unified",112624651.42,14472.3428571429,7782.06075766191,130394137.55,9009.88
"4153",2007,19,64311,"Beverly Hills Unified","Unified",52678464.01,5155.67714285714,10217.564550756,60989870.29,11829.65
"4154",2007,19,64329,"Bonita Unified","Unified",77336193.88,9919.73285714286,7796.19723572625,89538002.34,9026.25
"4155",2007,19,64337,"Burbank Unified","Unified",118973462.94,14956.5042857143,7954.63035126715,137744640.23,9209.68
"4156",2007,19,64345,"Castaic Union Elementary","Elementary",25571507.1,3326.63,7686.91050702964,29606081.55,8899.72
"4157",2007,19,64352,"Centinela Valley Union High","High School",59301343.49,7095.84,8357.19851208596,68657682.33,9675.77
"4158",2007,19,64378,"Charter Oak Unified","Unified",49196439,6395.27714285714,7692.6203354529,56958464.71,8906.33
"4159",2007,19,64394,"Claremont Unified","Unified",53880831.83,6850.97285714286,7864.69789817129,62381943.1,9105.56
"4160",2007,19,64436,"Covina-Valley Unified","Unified",113432047,14218.55,7977.7506848448,131328920.91,9236.45
"4161",2007,19,64444,"Culver City Unified","Unified",53859126.45,6433.04857142857,8372.25552581824,62356813.13,9693.2
"4162",2007,19,64451,"Downey Unified","Unified",170258308.63,22084.03,7709.56698709429,197121012.44,8925.95
"4163",2007,19,64469,"Duarte Unified","Unified",33835729.09,4279.30142857143,7906.83471467806,39174200.83,9154.34
"4164",2007,19,64477,"Eastside Union Elementary","Elementary",24721524.57,3150.07,7847.92863968102,28621992.03,9086.14
"4165",2007,19,64485,"East Whittier City Elementary","Elementary",77711727.53,8673.68428571429,8959.48307203118,89972786.25,10373.08
"4166",2007,19,64501,"El Monte City Elementary","Elementary",91051663.46,10359.6071428571,8789.10389210843,105417446.17,10175.82
"4167",2007,19,64519,"El Monte Union High","High School",87373174.1,10803.8414285714,8087.23218289156,101158578.85,9363.2
"4168",2007,19,64527,"El Rancho Unified","Unified",88117405.74,11139.0985714286,7910.64062993556,102020232.51,9158.75
"4169",2007,19,64535,"El Segundo Unified","Unified",25929235.47,3241.55857142857,7999.00260897425,30020250.93,9261.05
"4170",2007,19,64550,"Garvey Elementary","Elementary",51592391.64,5950.90714285714,8669.66840541718,59732441.58,10037.54
"4171",2007,19,64568,"Glendale Unified","Unified",225716392.37,27294.8242857143,8269.56751973438,261329060.22,9574.31
"4172",2007,19,64576,"Glendora Unified","Unified",56098406.95,7296.42285714286,7688.48078686699,64949398.73,8901.54
"4173",2007,19,64584,"Gorman Elementary","Elementary",933872.27,42.92,21758.4405871389,1081215.06,25191.4
"4174",2007,19,64592,"Hawthorne Elementary","Elementary",67774936.21,8349.87857142857,8116.87686595956,78468206.05,9397.53
"4175",2007,19,64600,"Hermosa Beach City Elementary","Elementary",9198897.4,1100.84571428571,8356.20948569411,10650264.2,9674.62
"4176",2007,19,64626,"Hughes-Elizabeth Lakes Union Elementary","Elementary",3374896.67,342.425714285714,9855.85056612904,3907374.94,11410.87
"4177",2007,19,64634,"Inglewood Unified","Unified",121927582.83,14269.7685714286,8544.46813343054,141164849.84,9892.58
"4178",2007,19,64642,"Keppel Union Elementary","Elementary",24406085.03,2899.19428571429,8418.23024771414,28256783.65,9746.43
"4179",2007,19,64659,"La Canada Unified","Unified",32437275.78,4070.64,7968.59358233595,37555104.91,9225.85
"4180",2007,19,64667,"Lancaster Elementary","Elementary",122877105.28,14660.2828571429,8381.63263815413,142264184.31,9704.05
"4181",2007,19,64683,"Las Virgenes Unified","Unified",95725684.17,11595.5542857143,8255.37803638537,110828915.97,9557.88
"4182",2007,19,64691,"Lawndale Elementary","Elementary",48897612.29,5701.66285714286,8576.02659349503,56612490.27,9929.12
"4183",2007,19,64709,"Lennox Elementary","Elementary",57757353.32,5712.25714285714,10111.1262808297,66870087.3,11706.42
"4184",2007,19,64717,"Little Lake City Elementary","Elementary",39633671.07,4892.43571428571,8101.0100867082,45886919.89,9379.16
"4185",2007,19,64725,"Long Beach Unified","Unified",779908876.35,87009.3114285714,8963.5104972673,902959911.66,10377.74
"4186",2007,19,64733,"Los Angeles Unified","Unified",6571377975.02,653672.41,10053.0141313751,7608184822.24,11639.14
"4187",2007,19,64758,"Los Nietos Elementary","Elementary",18105533.87,2100.73714285714,8618.65747057496,20962155.66,9978.48
"4188",2007,19,64766,"Lowell Joint Elementary","Elementary",21391108.44,3035.83857142857,7046.19430075098,24766115.6,8157.92
"4189",2007,19,64774,"Lynwood Unified","Unified",144214067.8,16914.9914285714,8525.81382668662,166967611.05,9870.98
"4190",2007,19,64790,"Monrovia Unified","Unified",50224828.14,6048.31714285714,8303.93429341148,58149109.15,9614.1
"4191",2007,19,64808,"Montebello Unified","Unified",269021263.48,32763.64,8210.96994961488,311466408.03,9506.47
"4192",2007,19,64816,"Mountain View Elementary","Elementary",80822359.25,8888.95,9092.45290501128,93574201.53,10527.03
"4193",2007,19,64832,"Newhall Elementary","Elementary",50713738.47,6893.49714285714,7356.75048803759,58715157.88,8517.47
"4194",2007,19,64840,"Norwalk-La Mirada Unified","Unified",171780101.62,21245.0185714286,8085.66493093204,198882908.1,9361.39
"4195",2007,19,64857,"Palmdale Elementary","Elementary",155986883.91,21248.2342857143,7341.1692384658,180597896.99,8499.43
"4196",2007,19,64865,"Palos Verdes Peninsula Unified","Unified",95911798.45,11751.4042857143,8161.73081259711,111044394.65,9449.46
"4197",2007,19,64873,"Paramount Unified","Unified",133200472.09,15974.4357142857,8338.35225684252,154216332.39,9653.95
"4198",2007,19,64881,"Pasadena Unified","Unified",195352410.01,20131.57,9703.78415642695,226174365.02,11234.81
"4199",2007,19,64907,"Pomona Unified","Unified",273402375.07,29821.2171428571,9168.04883450192,316538754.62,10614.55
"4200",2007,19,64931,"Rosemead Elementary","Elementary",24657979.84,3067.19571428571,8039.25870304051,28548421.45,9307.66
"4201",2007,19,64964,"San Marino Unified","Unified",28962985.97,3155.66,9178.10726440745,33532654.96,10626.19
"4202",2007,19,64980,"Santa Monica-Malibu Unified","Unified",112349841.22,11423.9814285714,9834.56091227639,130075968.85,11386.22
"4203",2007,19,64998,"Saugus Union Elementary","Elementary",80408656.53,10349.5928571429,7769.25794472246,93095226.38,8995.06
"4204",2007,19,65029,"South Pasadena Unified","Unified",31698203.24,4209.70571428571,7529.79077193723,36699424.34,8717.81
"4205",2007,19,65037,"South Whittier Elementary","Elementary",33907039.78,3874.42,8751.51371818233,39256762.65,10132.29
"4206",2007,19,65045,"Sulphur Springs Union Elementary","Elementary",45899197.96,5749.79,7982.76075474061,53140997.61,9242.25
"4207",2007,19,65052,"Temple City Unified","Unified",41952609.13,5577.48142857143,7521.78374186813,48571731.11,8708.54
"4208",2007,19,65060,"Torrance Unified","Unified",187131757.17,24587.9371428571,7610.71398884563,216656689.06,8811.5
"4209",2007,19,65078,"Valle Lindo Elementary","Elementary",9091386.83,1241.61285714286,7322.23959964516,10525791.02,8477.51
"4210",2007,19,65094,"West Covina Unified","Unified",66543580.31,8883.85714285714,7490.39288227443,77042571.54,8672.2
"4211",2007,19,65102,"Westside Union Elementary","Elementary",58228485.52,8746.68571428572,6657.20564589363,67415552.94,7707.55
"4212",2007,19,65110,"Whittier City Elementary","Elementary",56042402.89,6580.07142857143,8516.9900506942,64884558.56,9860.77
"4213",2007,19,65128,"Whittier Union High","High School",117977293.44,13239.3785714286,8911.08995814974,136591298.92,10317.05
"4214",2007,19,65136,"William S. Hart Union High","High School",176543323.25,23093.0314285714,7644.87433345693,204397652.6,8851.05
"4215",2007,19,65151,"Wilsona Elementary","Elementary",17374804.89,1852.35,9379.87145517856,20116135.06,10859.79
"4216",2007,19,65169,"Wiseburn Elementary","Elementary",16632115.28,2159.05,7703.44145804868,19256266.72,8918.86
"4217",2007,19,73437,"Compton Unified","Unified",241756009.85,26703.9085714286,9053.20691925462,279899347.11,10481.59
"4218",2007,19,73445,"Hacienda La Puente Unified","Unified",179950460.76,21871.24,8227.72100530194,208342355.21,9525.86
"4219",2007,19,73452,"Rowland Unified","Unified",139457997.3,16892.5657142857,8255.58412255061,161461145.96,9558.12
